"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","protein localization to organelle","GO:0033365","2.5653695397078076e-11","10.590850066226153","1189","150","37","21017","BRCA2,BARD1,C11ORF65,TP53,CDH1,MSH2,ERBB2,ESR1,AKT1,APC,CDKN2A,STK11,TERT,HRAS,RB1,FLCN,NF1,MDM2,BAP1,SRC,TSC2,EP300,ERBB4,ATR,CTNNA1,STAT3,MTOR,FBXW7,CDKN1A,SMO,PIK3R1,NOTCH1,VEGFA,CREBBP,EGF,TGFB1,BUB1B"
"GO:BP","recombinational repair","GO:0000725","2.691389170990999e-11","10.570023499340047","182","150","17","21017","BRCA1,BRCA2,ATM,PALB2,RAD51D,RAD51C,NBN,RAD51,MRE11,BLM,RAD54L,FANCM,XRCC3,CHEK1,RAD51B,RECQL4,XRCC2"
"GO:BP","mesenchymal cell differentiation","GO:0048762","2.7199585637741062e-11","10.56543771201776","248","150","19","21017","PTEN,RET,CTNNB1,SMAD4,FGFR2,AXIN2,FGFR1,TGFBR2,BMPR1A,ERBB4,GATA3,MTOR,SMO,NOTCH1,BCL2,HIF1A,FOXA1,GREM1,TGFB1"
"GO:BP","cellular senescence","GO:0090398","2.7773758018752123e-11","10.556365352644969","102","150","14","21017","BRCA2,PTEN,ATM,TP53,CDKN2A,TERT,HRAS,CDKN2B,BMPR1A,CDKN1B,CDKN1A,CDK2,MAP2K1,TP63"
"GO:BP","regulation of leukocyte differentiation","GO:1902105","3.0647381163005355e-11","10.513606630282528","325","150","21","21017","ERBB2,CDKN2A,CTNNB1,BRAF,RB1,MYC,NF1,CASP8,SMARCA4,TGFBR2,ARID1A,FANCD2,GATA3,PBRM1,FANCA,MTOR,FBXW7,PIK3R1,IL2,PRKDC,TGFB1"
"GO:BP","mitotic G1 DNA damage checkpoint signaling","GO:0031571","3.3930191535249375e-11","10.46941368876434","33","150","10","21017","ATM,CHEK2,TP53,CCND1,MDM2,CDKN1B,CDKN1A,MUC1,CDK2,PRKDC"
"GO:BP","mitotic G1/S transition checkpoint signaling","GO:0044819","3.3930191535249375e-11","10.46941368876434","33","150","10","21017","ATM,CHEK2,TP53,CCND1,MDM2,CDKN1B,CDKN1A,MUC1,CDK2,PRKDC"
"GO:BP","neuroblast proliferation","GO:0007405","3.5822840516671005e-11","10.445839980413128","82","150","13","21017","TP53,CTNNB1,NBN,FGFR2,NF1,FGFR1,CTNNA1,SMO,NOTCH1,VEGFA,HIF1A,TGFB1,ITGB1"
"GO:BP","gland morphogenesis","GO:0022612","3.8701518366120224e-11","10.412271996089823","129","150","15","21017","EGFR,ESR1,PTCH1,FGFR2,AR,FGFR1,TGFBR2,SRC,PGR,FBXW7,NOTCH1,BCL2,TP63,FOXA1,TGFB1"
"GO:BP","nephron morphogenesis","GO:0072028","4.221817503886296e-11","10.374500543829912","83","150","13","21017","CTNNB1,SMAD4,PTCH1,MYC,ERBB4,GATA3,SMO,WT1,VEGFA,BCL2,HNF1B,GREM1,TGFB1"
"GO:BP","embryonic organ development","GO:0048568","4.7314971316582477e-11","10.325001418852022","463","150","24","21017","PALB2,TP53,EGFR,AKT1,CTNNB1,PTCH1,FGFR2,KIT,POLE,CASP8,FGFR1,TGFBR2,ERCC2,BMPR1A,GATA3,KRT19,SMO,NOTCH1,MAP2K1,VEGFA,PDGFRA,HNF1B,HIF1A,TGFB1"
"GO:BP","intrinsic apoptotic signaling pathway by p53 class mediator","GO:0072332","4.964548385840991e-11","10.304120252195359","84","150","13","21017","BRCA2,CHEK2,TP53,MSH2,STK11,MYC,MDM2,EP300,ERCC2,CDKN1A,MUC1,BCL2,TP63"
"GO:BP","meiotic cell cycle","GO:0051321","5.0995324638014843e-11","10.292469639137119","294","150","20","21017","BRCA2,PTEN,ATM,BRIP1,MSH6,MLH1,RAD51D,RAD51C,NBN,RAD50,RAD51,MRE11,RAD54L,FANCD2,FANCM,FANCA,RAD51B,CDK2,CCNE1,XRCC2"
"GO:BP","nephron development","GO:0072006","5.1128059644019644e-11","10.291340688828036","159","150","16","21017","RET,CTNNB1,SMAD4,PTCH1,MYC,ERBB4,GATA3,SMO,NOTCH1,WT1,VEGFA,BCL2,PDGFRA,HNF1B,GREM1,TGFB1"
"GO:BP","positive regulation of MAPK cascade","GO:0043410","5.199715841015726e-11","10.284020389451907","465","150","24","21017","ERBB2,EGFR,RET,CTNNB1,BRAF,HRAS,FGFR2,KIT,AR,FGFR3,FGFR1,SRC,NTRK1,ERBB4,FBXW7,NTRK3,NOTCH1,MAP2K1,VEGFA,PDGFRA,NTRK2,SHC1,EGF,TGFB1"
"GO:BP","regulation of cell adhesion","GO:0030155","5.3668745430728894e-11","10.27027855673234","779","150","30","21017","PTEN,ATM,CDH1,ERBB2,PIK3CA,AKT1,RET,CDKN2A,BRAF,EPCAM,FLCN,NF1,SMARCA4,TSC1,TGFBR2,SRC,ARID1A,ERBB3,GATA3,PBRM1,MTOR,PIK3R1,MUC1,IL2,NOTCH1,VEGFA,BCL2,FOXA1,GREM1,TGFB1"
"GO:BP","peptidyl-tyrosine phosphorylation","GO:0018108","5.5842686103761786e-11","10.253033699769125","258","150","19","21017","TP53,ERBB2,EGFR,FGFR2,KIT,FGFR3,FGFR1,SRC,NTRK1,ERBB4,ALK,MTOR,FBXW7,IL2,VEGFA,PDGFRA,GREM1,EGF,TGFB1"
"GO:BP","blood vessel development","GO:0001568","5.867692720583683e-11","10.23153263737291","725","150","29","21017","BRCA1,ERBB2,PIK3CA,AKT1,CTNNB1,TERT,FGFR2,NF1,CASP8,FGFR1,MDM2,TGFBR2,BMPR1A,STAT3,FBXW7,SMO,NOTCH1,WT1,MAP2K1,VEGFA,PDGFRA,HIF1A,NTRK2,SHC1,GREM1,EGF,DCTN5,TGFB1,ITGB1"
"GO:BP","DNA-templated DNA replication","GO:0006261","6.231972494446452e-11","10.205374472141733","161","150","16","21017","BRCA1,BRCA2,BARD1,NBN,RAD50,POLE,RAD51,FGFR1,POLD1,MRE11,BLM,FANCM,ATR,CDK2,CCNE1,RECQL4"
"GO:BP","peptidyl-tyrosine modification","GO:0018212","6.424086982866395e-11","10.19218858729302","260","150","19","21017","TP53,ERBB2,EGFR,FGFR2,KIT,FGFR3,FGFR1,SRC,NTRK1,ERBB4,ALK,MTOR,FBXW7,IL2,VEGFA,PDGFRA,GREM1,EGF,TGFB1"
"GO:BP","anoikis","GO:0043276","6.648207426958285e-11","10.177295438836156","35","150","10","21017","PIK3CA,AKT1,STK11,SRC,TSC2,MTOR,NOTCH1,BCL2,NTRK2,ITGB1"
"GO:BP","positive regulation of cellular component organization","GO:0051130","6.648482755215406e-11","10.177277453376442","1093","150","35","21017","ATM,TP53,MET,PIK3CA,APC,RET,CTNNB1,STK11,BRAF,NBN,SMAD4,RAD50,HRAS,RB1,KIT,AR,FGFR1,TSC1,MRE11,SRC,NTRK1,EP300,ALK,ATR,MTOR,CDKN1B,PIK3R1,NTRK3,CDK2,MAP2K1,VEGFA,NTRK2,GREM1,EGF,TGFB1"
"GO:BP","somite development","GO:0061053","6.821193778967228e-11","10.16613961269715","86","150","13","21017","ATM,PALB2,TP53,SMAD4,PTCH1,AXIN2,EP300,BMPR1A,SMO,RAD51B,NOTCH1,XRCC2,PRKDC"
"GO:BP","regulation of cell growth","GO:0001558","6.932389774625379e-11","10.159117027001097","425","150","23","21017","BRCA1,TP53,CDH1,ERBB2,EGFR,AKT1,CDKN2A,STK11,SMAD4,CDC73,RB1,SMARCA4,BAP1,MTOR,PTCH2,CDKN1B,CDKN1A,IL2,WT1,VEGFA,BCL2,GREM1,TGFB1"
"GO:BP","response to alcohol","GO:0097305","7.381278013953846e-11","10.131868436773827","262","150","19","21017","BRCA1,CDH1,AKT1,CTNNB1,PTCH1,FGFR2,RAD51,HNF1A,CASP8,CDK4,MDM2,TGFBR2,BLM,MT-CYB,CTNNA1,CDKN1A,SMO,IL2,TGFB1"
"GO:BP","muscle structure development","GO:0061061","8.158742229442713e-11","10.088376787926947","679","150","28","21017","KRAS,AKT1,CTNNB1,SMAD4,RB1,FGFR2,KIT,NF1,NRAS,SMARCA4,TSC1,MDM2,ARID1A,ERBB3,EP300,BMPR1A,KRT19,PBRM1,MTOR,SMO,NOTCH1,WT1,VEGFA,BCL2,PDGFRA,GREM1,TGFB1,ITGB1"
"GO:BP","regulation of signal transduction by p53 class mediator","GO:1901796","8.174601215241832e-11","10.087533424507955","110","150","14","21017","ATM,CHEK2,TP53,AKT1,CDKN2A,STK11,MYC,MDM2,EP300,ATR,MTOR,CHEK1,MUC1,BCL2"
"GO:BP","negative regulation of epithelial cell proliferation","GO:0050680","8.574125542302378e-11","10.066810161841246","136","150","15","21017","BRCA2,STK11,PTCH1,CDC73,RB1,FLCN,FGFR2,AR,NF1,CDKN2B,GATA3,FBXW7,CDKN1B,NOTCH1,TGFB1"
"GO:BP","pattern specification process","GO:0007389","9.494698251399317e-11","10.022518832910594","478","150","24","21017","ATM,PALB2,TP53,APC,CTNNB1,SMAD4,PTCH1,FGFR2,AXIN2,FGFR1,TGFBR2,EP300,BMPR1A,ERBB4,SMO,NOTCH1,WT1,XRCC2,HNF1B,TP63,HIF1A,FOXA1,PRKDC,GREM1"
"GO:BP","multicellular organismal reproductive process","GO:0048609","1.0115746262004832e-10","9.995002072802643","980","150","33","21017","BRCA2,PTEN,ATM,BRIP1,MSH6,MSH2,MLH1,EGFR,PIK3CA,ESR1,AKT1,CTNNB1,RAD51C,STK11,SMAD4,PTCH1,RB1,KIT,AR,FANCC,SRC,FANCD2,PGR,FANCA,MTOR,NOTCH1,WT1,BCL2,PDGFRA,KMT2D,TP63,TGFB1,ITGB1"
"GO:BP","prostate gland development","GO:0030850","1.04898276922441e-10","9.979231645545449","51","150","11","21017","ESR1,CTNNB1,STK11,PTCH1,FGFR2,AR,CDKN1B,NOTCH1,CYP19A1,TP63,FOXA1"
"GO:BP","gliogenesis","GO:0042063","1.0495597441562974e-10","9.978992835005437","346","150","21","21017","PTEN,TP53,ERBB2,EGFR,KRAS,AKT1,CTNNB1,HRAS,RB1,NF1,ERBB3,DICER1,CDKN2B,ERCC2,STAT3,MTOR,SMO,NOTCH1,MAP2K1,NTRK2,TGFB1"
"GO:BP","replicative senescence","GO:0090399","1.1396766085734834e-10","9.943218365362286","16","150","8","21017","ATM,CHEK2,TP53,CDKN2A,TERT,ATR,CDKN1A,CHEK1"
"GO:BP","ureteric bud morphogenesis","GO:0060675","1.1585208849426041e-10","9.936096132669368","69","150","12","21017","CTNNB1,SMAD4,PTCH1,MYC,GATA3,SMO,WT1,VEGFA,BCL2,HNF1B,GREM1,TGFB1"
"GO:BP","cell morphogenesis","GO:0000902","1.2001190187654335e-10","9.92077568176078","986","150","33","21017","PTEN,CDH1,ERBB2,MET,EGFR,RET,CTNNB1,STK11,BRAF,SMAD4,PTCH1,RB1,VHL,FGFR2,KIT,AR,NF1,BAP1,SRC,DICER1,NTRK1,EP300,GATA3,SMO,NOTCH1,MAP2K1,VEGFA,BCL2,NTRK2,PRKDC,GREM1,TGFB1,ITGB1"
"GO:BP","positive regulation of programmed cell death","GO:0043068","1.24856544937632e-10","9.903588687146858","533","150","25","21017","ATM,BARD1,TP53,APC,RET,CDKN2A,CTNNB1,SMAD4,MYC,FLCN,NF1,CASP8,SRC,NTRK1,JUN,CTNNA1,FBXW7,CDKN1A,NOTCH1,BCL2,TP63,FOXA1,PRKDC,TGFB1,ITGB1"
"GO:BP","regulation of localization","GO:0032879","1.2802623394118054e-10","9.892701029660618","2005","150","47","21017","PTEN,BARD1,C11ORF65,CDH1,ERBB2,EGFR,PIK3CA,AKT1,APC,CDKN2A,CTNNB1,STK11,BRAF,SMAD4,TERT,PTCH1,HRAS,FLCN,AR,NF1,HNF1A,FGFR1,MDM2,BAP1,SRC,TSC2,ERBB3,EP300,ERBB4,SDHD,CTNNA1,MTOR,FBXW7,SMO,PIK3R1,CCNE1,NOTCH1,MAP2K1,VEGFA,BCL2,CYP19A1,CREBBP,HIF1A,GREM1,EGF,TGFB1,ITGB1"
"GO:BP","mesonephric tubule morphogenesis","GO:0072171","1.3897320432453563e-10","9.85706892878056","70","150","12","21017","CTNNB1,SMAD4,PTCH1,MYC,GATA3,SMO,WT1,VEGFA,BCL2,HNF1B,GREM1,TGFB1"
"GO:BP","meiosis I cell cycle process","GO:0061982","1.4724027989749873e-10","9.83197336564928","141","150","15","21017","BRCA2,ATM,BRIP1,MSH6,MLH1,RAD51D,RAD51C,RAD50,RAD51,MRE11,RAD54L,FANCD2,FANCM,RAD51B,CCNE1"
"GO:BP","regulation of chromosome organization","GO:0033044","1.6175742290663277e-10","9.791135780808121","237","150","18","21017","ATM,TP53,APC,CTNNB1,NBN,RAD50,RB1,MYC,AXIN2,SMARCA4,MRE11,SRC,ARID1A,XRCC3,ATR,PBRM1,CDK2,BUB1B"
"GO:BP","striated muscle tissue development","GO:0014706","1.6965521854136495e-10","9.770432777051216","398","150","22","21017","KRAS,CTNNB1,SMAD4,RB1,FGFR2,NF1,FGFR1,TSC1,ERBB3,EP300,BMPR1A,ERBB4,MTOR,SMO,NOTCH1,WT1,VEGFA,BCL2,PDGFRA,GREM1,TGFB1,ITGB1"
"GO:BP","response to external stimulus","GO:0009605","2.056632216257844e-10","9.68684336544222","2367","150","51","21017","PTEN,ATM,TP53,CDH1,MLH1,MET,EGFR,PIK3CA,ESR1,AKT1,CTNNB1,BRAF,PTCH1,CDC73,HRAS,RB1,FGFR2,KIT,CASP8,CDK4,FGFR1,BAP1,SRC,TSC2,PPM1D,NTRK1,FANCD2,EP300,GATA3,ALK,ABCC1,ATR,FANCA,STAT3,CHEK1,PIK3R1,NTRK3,IL2,NOTCH1,MAP2K1,VEGFA,BCL2,PDGFRA,CYP19A1,CREBBP,MAP3K1,HIF1A,SHC1,PRKDC,GREM1,TGFB1"
"GO:BP","gamete generation","GO:0007276","2.1672063169222693e-10","9.664099742101648","822","150","30","21017","BRCA2,PTEN,ATM,BRIP1,MSH6,MSH2,MLH1,PIK3CA,AKT1,CTNNB1,RAD51C,STK11,SMAD4,PTCH1,RB1,KIT,AR,FANCC,SRC,FANCD2,PGR,FANCA,MTOR,NOTCH1,WT1,BCL2,KMT2D,TP63,TGFB1,ITGB1"
"GO:BP","regulation of lymphocyte activation","GO:0051249","2.2140878731751997e-10","9.654805146746465","497","150","24","21017","ATM,MSH2,MLH1,PMS2,ERBB2,PIK3CA,AKT1,CDKN2A,CTNNB1,BRAF,SMARCA4,TGFBR2,SRC,ARID1A,FANCD2,GATA3,PBRM1,FANCA,MTOR,CDKN1A,IL2,BCL2,PRKDC,TGFB1"
"GO:BP","negative regulation of cell development","GO:0010721","2.2949716174545855e-10","9.639222681132853","279","150","19","21017","PTEN,TP53,CDH1,ERBB2,CDKN2A,CTNNB1,RB1,MYC,NF1,DICER1,CDKN2B,BMPR1A,CTNNA1,FBXW7,PIK3R1,IL2,NOTCH1,VEGFA,TGFB1"
"GO:BP","B cell activation","GO:0042113","2.7809228840391875e-10","9.555811054106211","282","150","19","21017","ATM,TP53,MSH6,MSH2,MLH1,PMS2,CDKN2A,NBN,KIT,CASP8,NTRK1,EP300,CDKN1A,PIK3R1,IL2,BCL2,PRKDC,TGFB1,ITGB1"
"GO:BP","regulation of developmental growth","GO:0048638","2.8224922717407776e-10","9.54936723854203","322","150","20","21017","PTEN,CDH1,PIK3CA,AKT1,PTCH1,FGFR2,AR,FGFR3,FGFR1,BMPR1A,ERBB4,STAT3,CDKN1B,CDKN1A,SMO,NOTCH1,WT1,VEGFA,BCL2,HNF1B"
"GO:BP","negative regulation of growth","GO:0045926","2.865021140882781e-10","9.54287216904219","245","150","18","21017","BRCA1,PTEN,TP53,CDH1,CDKN2A,STK11,SMAD4,PTCH1,RB1,FGFR3,SMARCA4,CDKN1B,CDKN1A,WT1,BCL2,HIF1A,GREM1,TGFB1"
"GO:BP","regulation of protein localization to nucleus","GO:1900180","3.350398845003033e-10","9.474903489717374","149","150","15","21017","CDH1,AKT1,CDKN2A,STK11,TERT,FLCN,NF1,SRC,EP300,CTNNA1,MTOR,SMO,PIK3R1,CREBBP,TGFB1"
"GO:BP","negative regulation of phosphorus metabolic process","GO:0010563","4.2166226524431806e-10","9.375035262464936","329","150","20","21017","PTEN,TP53,AKT1,APC,CDKN2A,RB1,FLCN,NF1,HNF1A,MEN1,TSC2,CDKN2B,STAT3,CDKN1B,CDKN1A,SMO,NTRK3,IL2,PRKDC,TGFB1"
"GO:BP","negative regulation of phosphate metabolic process","GO:0045936","4.2166226524431806e-10","9.375035262464936","329","150","20","21017","PTEN,TP53,AKT1,APC,CDKN2A,RB1,FLCN,NF1,HNF1A,MEN1,TSC2,CDKN2B,STAT3,CDKN1B,CDKN1A,SMO,NTRK3,IL2,PRKDC,TGFB1"
"GO:BP","embryonic morphogenesis","GO:0048598","4.466521639137577e-10","9.350030557626082","617","150","26","21017","TP53,RET,CTNNB1,SMAD4,PTCH1,CDC73,FGFR2,AR,HNF1A,FGFR1,TSC1,TGFBR2,TSC2,BMPR1A,GATA3,SMO,NOTCH1,MAP2K1,PDGFRA,HNF1B,CREBBP,TP63,HIF1A,GREM1,TGFB1,ITGB1"
"GO:BP","kidney morphogenesis","GO:0060993","5.117853761695086e-10","9.29091212786584","100","150","13","21017","CTNNB1,SMAD4,PTCH1,MYC,ERBB4,GATA3,SMO,WT1,VEGFA,BCL2,HNF1B,GREM1,TGFB1"
"GO:BP","meiotic cell cycle process","GO:1903046","6.163580761939202e-10","9.210166909046485","220","150","17","21017","BRCA2,PTEN,ATM,BRIP1,MSH6,MLH1,RAD51D,RAD51C,RAD50,RAD51,MRE11,RAD54L,FANCD2,FANCM,FANCA,RAD51B,CCNE1"
"GO:BP","regulation of ERK1 and ERK2 cascade","GO:0070372","6.228375732598134e-10","9.205625196092358","295","150","19","21017","ERBB2,EGFR,BRAF,SMAD4,HRAS,FLCN,FGFR2,FGFR3,NF1,SRC,NTRK1,ERBB4,FBXW7,NOTCH1,MAP2K1,VEGFA,PDGFRA,SHC1,TGFB1"
"GO:BP","nephron tubule morphogenesis","GO:0072078","6.332862843732919e-10","9.198399917760614","79","150","12","21017","CTNNB1,SMAD4,PTCH1,MYC,GATA3,SMO,WT1,VEGFA,BCL2,HNF1B,GREM1,TGFB1"
"GO:BP","DNA damage response, signal transduction by p53 class mediator","GO:0030330","6.332862843732919e-10","9.198399917760614","79","150","12","21017","BRCA2,ATM,CHEK2,TP53,CDKN2A,NBN,MDM2,PPM1D,ATR,CDKN1B,CDKN1A,MUC1"
"GO:BP","chromatin remodeling","GO:0006338","6.434801704197e-10","9.191464831836509","682","150","27","21017","BRCA1,BRCA2,ATM,TP53,PIK3CA,ESR1,RB1,MYC,HNF1A,SMARCA4,BAP1,ARID1A,RAD54L,MEN1,PPM1D,EP300,GATA3,ATR,PBRM1,CHEK1,CDK2,WT1,CREBBP,KMT2D,TP63,FOXA1,PRKDC"
"GO:BP","nephron tubule development","GO:0072080","6.650501935425238e-10","9.177145575815825","102","150","13","21017","CTNNB1,SMAD4,PTCH1,MYC,GATA3,SMO,NOTCH1,WT1,VEGFA,BCL2,HNF1B,GREM1,TGFB1"
"GO:BP","blood vessel morphogenesis","GO:0048514","6.695149172293133e-10","9.174239742179674","628","150","26","21017","BRCA1,ERBB2,PIK3CA,AKT1,CTNNB1,TERT,FGFR2,NF1,CASP8,FGFR1,TGFBR2,BMPR1A,STAT3,FBXW7,SMO,NOTCH1,WT1,VEGFA,PDGFRA,HIF1A,NTRK2,SHC1,GREM1,EGF,TGFB1,ITGB1"
"GO:BP","respiratory system development","GO:0060541","7.144246450897622e-10","9.146043572257982","222","150","17","21017","EGFR,KRAS,CTNNB1,FGFR2,FGFR1,TGFBR2,EP300,BMPR1A,PGR,FBXW7,NOTCH1,WT1,MAP2K1,VEGFA,PDGFRA,FOXA1,TGFB1"
"GO:BP","glial cell differentiation","GO:0010001","7.923337639950798e-10","9.10109183693683","260","150","18","21017","PTEN,ERBB2,EGFR,KRAS,AKT1,CTNNB1,HRAS,NF1,ERBB3,DICER1,ERCC2,STAT3,MTOR,SMO,NOTCH1,MAP2K1,NTRK2,TGFB1"
"GO:BP","nephron epithelium morphogenesis","GO:0072088","8.64034485580824e-10","9.063468923494982","81","150","12","21017","CTNNB1,SMAD4,PTCH1,MYC,GATA3,SMO,WT1,VEGFA,BCL2,HNF1B,GREM1,TGFB1"
"GO:BP","regionalization","GO:0003002","9.680946879144882e-10","9.01408216291099","434","150","22","21017","ATM,PALB2,TP53,CTNNB1,SMAD4,PTCH1,FGFR2,AXIN2,FGFR1,TGFBR2,EP300,BMPR1A,SMO,NOTCH1,WT1,XRCC2,HNF1B,TP63,HIF1A,FOXA1,PRKDC,GREM1"
"GO:BP","branching involved in ureteric bud morphogenesis","GO:0001658","1.047016649888829e-9","8.980046412019966","62","150","11","21017","CTNNB1,SMAD4,PTCH1,MYC,SMO,WT1,VEGFA,BCL2,HNF1B,GREM1,TGFB1"
"GO:BP","meiosis I","GO:0007127","1.066038496040327e-9","8.972227112086163","132","150","14","21017","BRCA2,ATM,BRIP1,MLH1,RAD51D,RAD51C,RAD50,RAD51,MRE11,RAD54L,FANCD2,FANCM,RAD51B,CCNE1"
"GO:BP","renal tubule development","GO:0061326","1.1043341544009182e-9","8.956899495941546","106","150","13","21017","CTNNB1,SMAD4,PTCH1,MYC,GATA3,SMO,NOTCH1,WT1,VEGFA,BCL2,HNF1B,GREM1,TGFB1"
"GO:BP","renal tubule morphogenesis","GO:0061333","1.1689086303170808e-9","8.932219434860354","83","150","12","21017","CTNNB1,SMAD4,PTCH1,MYC,GATA3,SMO,WT1,VEGFA,BCL2,HNF1B,GREM1,TGFB1"
"GO:BP","extrinsic apoptotic signaling pathway","GO:0097191","1.1840692501333924e-9","8.926622897215024","229","150","17","21017","BRCA1,AKT1,RET,SMAD4,TERT,AR,FGFR3,NF1,CASP8,FGFR1,SRC,ERBB3,CTNNA1,PIK3R1,IL2,BCL2,TGFB1"
"GO:BP","glial cell development","GO:0021782","1.1842403768226076e-9","8.92656013567733","133","150","14","21017","PTEN,ERBB2,EGFR,KRAS,AKT1,HRAS,NF1,ERBB3,DICER1,ERCC2,SMO,MAP2K1,NTRK2,TGFB1"
"GO:BP","myeloid cell differentiation","GO:0030099","1.2167699321261011e-9","8.914791530770524","439","150","22","21017","CTNNB1,CDC73,RB1,MYC,KIT,NF1,CASP8,TGFBR2,BAP1,SRC,CDKN2B,EP300,ERCC2,GATA3,STAT3,MTOR,FBXW7,PIK3R1,VEGFA,HIF1A,PRKDC,TGFB1"
"GO:BP","lung development","GO:0030324","1.2493275243624018e-9","8.903323691828804","195","150","16","21017","EGFR,KRAS,CTNNB1,FGFR2,FGFR1,TGFBR2,EP300,BMPR1A,PGR,FBXW7,NOTCH1,MAP2K1,VEGFA,PDGFRA,FOXA1,TGFB1"
"GO:BP","negative regulation of DNA metabolic process","GO:0051053","1.4575930574893258e-9","8.83636370890926","135","150","14","21017","ATM,TP53,MSH6,MSH2,MLH1,NBN,RAD50,FLCN,MSH3,BLM,SRC,ATR,CDKN1A,CHEK1"
"GO:BP","neuron projection development","GO:0031175","1.4962188941017226e-9","8.825004865330998","1014","150","32","21017","PTEN,CDH1,ERBB2,EGFR,AKT1,RET,CTNNB1,STK11,BRAF,SMAD4,PTCH1,RB1,FGFR2,KIT,FGFR1,MDM2,DICER1,NTRK1,EP300,GATA3,ALK,PBRM1,CTNNA1,SMO,NTRK3,IL2,NOTCH1,MAP2K1,VEGFA,BCL2,NTRK2,ITGB1"
"GO:BP","muscle cell differentiation","GO:0042692","1.5080548576585889e-9","8.821582860094171","397","150","21","21017","KRAS,AKT1,CTNNB1,SMAD4,RB1,FGFR2,KIT,TSC1,MDM2,BMPR1A,KRT19,MTOR,SMO,NOTCH1,WT1,VEGFA,BCL2,PDGFRA,GREM1,TGFB1,ITGB1"
"GO:BP","organ growth","GO:0035265","1.5103911202517495e-9","8.820910576301436","165","150","15","21017","PTEN,ESR1,AKT1,FGFR2,AR,FGFR3,FGFR1,TGFBR2,BMPR1A,ERBB4,SMO,NOTCH1,WT1,BCL2,CYP19A1"
"GO:BP","meiotic nuclear division","GO:0140013","1.581835887270682e-9","8.800838575800329","198","150","16","21017","BRCA2,PTEN,ATM,BRIP1,MLH1,RAD51D,RAD51C,RAD50,RAD51,MRE11,RAD54L,FANCD2,FANCM,FANCA,RAD51B,CCNE1"
"GO:BP","cell adhesion","GO:0007155","1.657524358957338e-9","8.780540080489994","1511","150","39","21017","PTEN,ATM,CDH1,ERBB2,EGFR,PIK3CA,AKT1,APC,RET,CDKN2A,CTNNB1,BRAF,EPCAM,FLCN,KIT,NF1,SMARCA4,TSC1,TGFBR2,SRC,ARID1A,ERBB3,GATA3,PBRM1,CTNNA1,MTOR,PIK3R1,MUC1,IL2,NOTCH1,VEGFA,BCL2,MUC16,PDGFRA,FOXA1,SHC1,GREM1,TGFB1,ITGB1"
"GO:BP","respiratory tube development","GO:0030323","1.7097659547318362e-9","8.767063334944154","199","150","16","21017","EGFR,KRAS,CTNNB1,FGFR2,FGFR1,TGFBR2,EP300,BMPR1A,PGR,FBXW7,NOTCH1,MAP2K1,VEGFA,PDGFRA,FOXA1,TGFB1"
"GO:BP","positive regulation of smooth muscle cell proliferation","GO:0048661","1.8120114655341846e-9","8.741839058644596","86","150","12","21017","EGFR,PIK3CA,AKT1,TERT,FGFR2,NF1,MDM2,SRC,BMPR1A,JUN,PIK3R1,TGFB1"
"GO:BP","anatomical structure maturation","GO:0071695","1.9319370679375242e-9","8.714007024655832","274","150","18","21017","BRCA2,RET,CTNNB1,RB1,FGFR3,NF1,FGFR1,BAP1,ERCC2,GATA3,PGR,CDKN1A,VEGFA,BCL2,HIF1A,FOXA1,GREM1,TGFB1"
"GO:BP","regulation of catabolic process","GO:0009894","2.2718462708351413e-9","8.643621059398875","1030","150","32","21017","PTEN,ATM,CHEK2,BARD1,TP53,CDH1,MLH1,MET,EGFR,PIK3CA,AKT1,APC,CDKN2A,STK11,SMAD4,VHL,FLCN,AXIN2,TSC1,MDM2,TSC2,EP300,ALK,STAT3,MTOR,FBXW7,CDKN1B,CDK2,BCL2,HIF1A,EGF,ITGB1"
"GO:BP","positive regulation of kinase activity","GO:0033674","2.6232240843418768e-9","8.581164608976401","279","150","18","21017","ERBB2,EGFR,AKT1,STK11,CCND1,NBN,RAD50,HRAS,FGFR1,MRE11,TGFBR2,SRC,FBXW7,CDKN1A,NTRK3,MAP2K1,VEGFA,EGF"
"GO:BP","Wnt signaling pathway","GO:0016055","2.7043934379347757e-9","8.567930126526843","457","150","22","21017","PTEN,EGFR,APC,CTNNB1,STK11,CCND1,SMAD4,TERT,CDC73,FGFR2,AXIN2,HNF1A,SMARCA4,SRC,TSC2,GATA3,CCNE1,NOTCH1,HNF1B,GREM1,EGF,TGFB1"
"GO:BP","replication fork processing","GO:0031297","2.733365566720223e-9","8.563302280860512","49","150","10","21017","BRCA1,BRCA2,BARD1,NBN,RAD50,RAD51,MRE11,BLM,FANCM,ATR"
"GO:BP","regulation of leukocyte activation","GO:0002694","2.9688478734561674e-9","8.527412055489572","561","150","24","21017","ATM,MSH2,MLH1,PMS2,ERBB2,PIK3CA,AKT1,CDKN2A,CTNNB1,BRAF,SMARCA4,TGFBR2,SRC,ARID1A,FANCD2,GATA3,PBRM1,FANCA,MTOR,CDKN1A,IL2,BCL2,PRKDC,TGFB1"
